stock_code,stock_name,current_price,base_score,corp_code,corp_name,report_nm,rcept_no,rcept_dt,status,document_status,confidence,export_hits,fx_hits,hedge_hits,foreign_debt_hits,import_cost_hits,fx_exposure_score,negative_score,final_score,evidence_snippet,reason,추천표시
088260,이리츠코크렙,3380.0,0.0,00544452,이리츠코크렙,[기재정정]사업보고서 (2025.12),20260608000343,20260608,OK,OK_ZIP,A,12,34,15,0,0,80,0,150.0,도_2025.4Q_국내2 이랜드그룹_소유구조도_2025.4q_중국.jpg 이랜드그룹_소유구조도_2025.4Q_중국 이랜드그룹_소유구조도_2025.4q_아시아 및 유럽.jpg 이랜드그룹_소유구조도_2025.4Q_아시아 및 유럽 이랜드그룹_소유구조도_2025.4q_미주.jpg 이랜드그룹_소유구조도_2025.4Q_미주 4. 회사의,DART corp_code 매칭 / 최근 보고서: [기재정정]사업보고서 (2025.12) / 수출/해외·환율 단서 46건 / 환헤지/파생상품 단서 15건 / 공시신뢰도 A,✅
090370,메타랩스,1120.0,0.0,00442835,메타랩스,분기보고서 (2026.03),20260515002141,20260515,OK,OK_ZIP,A,22,38,82,0,0,80,0,150.0,"변경 다. 사업목적1) 사업목적 현황 구 분 사업목적 사업영위 여부 1 의류, 잡화 및 장신구 등의 제조, 가공, 도소매업 영위 2 의류, 잡화 및 장신구 등의 수출입업 영위 3 인터넷 및 정보통신 관련업 미영위 4 부동산 임대 및 전대 영위 5 통신판매업 영위 6 전자상거래업 및 인터넷 관련사업 영위 7 화장품의 제조 및",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 60건 / 환헤지/파생상품 단서 82건 / 공시신뢰도 A,✅
129260,인터지스,1984.0,0.0,00151368,인터지스,분기보고서 (2026.03),20260515000966,20260515,OK,OK_ZIP,A,71,19,18,0,0,80,0,150.0,"축적된 항만운영의 노하우를 바탕으로 컨테이너 및 벌크화물 등을 하역하는 항만하역사업과 전국 각지의 물류 네트워크를 활용하여 후판, 형강, 봉강 등의 철강제품 및 수출입 컨테이너를 운송하는 육상운송사업, 그리고 동국제강(주) / 동국씨엠(주)의 철강 원재료 및 국내외 3PL 고객들을 대상으로 하는 해상운송사업과 포워딩사업을 주",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 90건 / 환헤지/파생상품 단서 18건 / 공시신뢰도 A,✅
133820,화인베스틸,1027.0,0.0,00661847,화인베스틸,분기보고서 (2026.03),20260515001536,20260515,OK,OK_ZIP,A,45,23,32,0,0,80,0,150.0,"품목 2026년도 1분기 (제20기) 2025년도 (제19기) 2024년도 (제18기) 2023년도 (제17기) 수량 금액 수량 금액 수량 금액 수량 금액 제품 수출 41,931 45,500 153,023 163,566 92,921 99,274 86,229 105,035 내수 2,814 3,249 12,095 12,745 1",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 68건 / 환헤지/파생상품 단서 32건 / 공시신뢰도 A,✅
138040,메리츠금융지주,112900.0,0.0,00860332,메리츠금융지주,[기재정정]분기보고서 (2026.03),20260529001907,20260529,OK,OK_ZIP,A,135,32,142,0,0,80,0,150.0,"한 사항_메리츠금융지주] (1) 연결 기준 영업의 현황가. 영업의 개황 메리츠금융지주는 2011년 3월 국내 최초의 보험지주회사로 설립된 이래 유럽의 재정위기, 글로벌 금융시장의 불확실성 확대 등 어려운 경영환경이 지속됨에도 불구하고, 지주체제를 통해 그룹의 리스크 및 대응 프로세스를 보다 견고히 하였고, 강도 높은 비용절감을",DART corp_code 매칭 / 최근 보고서: [기재정정]분기보고서 (2026.03) / 수출/해외·환율 단서 167건 / 환헤지/파생상품 단서 142건 / 공시신뢰도 A,✅
178920,PI첨단소재,20050.0,0.0,00767460,PI첨단소재,분기보고서 (2026.03),20260514000164,20260514,OK,OK_ZIP,A,159,17,39,0,0,80,0,150.0,"출실적 (단위 : ton, 백만원, 천USD) 매출 유형 품목 제19기 1분기 제18기 제17기 수량 금액 수량 금액 수량 금액 제 품 PI(Polyimide) 수출 636 42,124 2,797 178,070 2,491 161,399 $28,635 $125,370 $118,074 내수 239 21,924 1,042 85,3",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 176건 / 환헤지/파생상품 단서 39건 / 공시신뢰도 A,✅
204320,HL만도,50400.0,0.0,01042775,HL만도,분기보고서 (2026.03),20260515002318,20260515,OK,OK_ZIP,A,383,38,104,0,0,80,0,150.0,"납품하는 두가지가 있습니다. 모듈업체 납품의 경우 설계 및 개발에 관한 사항은 OEM 주관으로 하며 모듈업체는 모듈화 및 물류만을 담당합니다. 국내에서 해외로의 수출의 경우, 현지 해외법인을 거쳐 공급 하거나 수출운송을 통하여 직접 납품합니다. 해외 법인의 납품경로도 해외법인에서 생산한 제품을 OEM에 직납하거나 현지 모듈업",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 421건 / 환헤지/파생상품 단서 104건 / 공시신뢰도 A,✅
395400,SK리츠,5740.0,0.0,01535150,SK리츠,사업보고서 (2026.03),20260610000569,20260610,OK,OK_ZIP,A,32,55,66,0,0,80,0,150.0,27207 강원도시가스 140111-0002010 경산맑은물길 120111-0701848 곡성환경 200111-0187330 그린화순 160111-0199459 글로벌에이아이플랫폼코퍼레이션코리아 131111-0710903 글로와이드 130111-1215523 나래에너지서비스 110111-4926006 내트럭 110111-322,DART corp_code 매칭 / 최근 보고서: 사업보고서 (2026.03) / 수출/해외·환율 단서 87건 / 환헤지/파생상품 단서 66건 / 공시신뢰도 A,✅
432320,KB스타리츠,1367.0,0.0,01622720,KB스타리츠,반기보고서 (2026.04),20260615000262,20260615,OK,OK_ZIP,A,13,65,138,0,0,80,0,150.0,", 기업회계기준서 제1108호(영업부문)에 따른 보고부문별 정보를 공시하지 않습니다. 지역에 대한 공시 지역에 대한 공시 당반기 (단위 : 원) 본사소재지 국가 해외 매출액 1,079,821,038 15,251,617,171 전반기 (단위 : 원) 본사소재지 국가 해외 매출액 138,249,199 14,544,113,593 주요",DART corp_code 매칭 / 최근 보고서: 반기보고서 (2026.04) / 수출/해외·환율 단서 78건 / 환헤지/파생상품 단서 138건 / 공시신뢰도 A,✅
460850,동국씨엠,4845.0,0.0,01765256,동국씨엠,분기보고서 (2026.03),20260515001679,20260515,OK,OK_ZIP,A,200,46,84,0,0,80,0,150.0,"있습니다. 나. 주요 제품 등의 가격변동추이 (단위 : 원/톤) 사업부문 대상회사 품 목 2026년 1분기 2025년 2024년 철강부문 동국씨엠(주) 컬러강판 수출 1,840,277 1,840,374 1,979,793 내수 1,441,698 1,430,119 1,483,917 냉연도금강판 수출 1,226,426 1,194,",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 246건 / 환헤지/파생상품 단서 84건 / 공시신뢰도 A,✅
950210,프레스티지바이오파마,6050.0,0.0,01510489,프레스티지바이오파마,분기보고서 (2026.03),20260529002121,20260529,OK,OK_ZIP,A,467,48,49,0,0,80,0,150.0,"9월 유럽연합 집행위원회(EC)로부터 최종 품목허가를 획득하였습니다. 이후 유럽 시장에 순차적으로 런칭되어 상품화가 이루어졌으며, 일부 국가를 대상으로 우선적인 수출이 개시되었습니다. 한편, 유럽연합(EU) 품목허가를 기반으로 현재 전 세계 다양한 국가에서 제품 등록 절차를 진행 중에 있으며, 이에 따라 향후 유럽 시장 외",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 515건 / 환헤지/파생상품 단서 49건 / 공시신뢰도 A,✅
002360,SH에너지화학,1777.0,0.0,00136457,SH에너지화학,분기보고서 (2026.03),20260515001083,20260515,OK,OK_ZIP,A,45,36,7,0,0,79,0,149.0,"운영의 명확화- 상법 개정에 따른 규정 정비 나. 사업목적 현황 구 분 사업목적 사업영위 여부 1 합성수지 및 기타 프라스틱물질 제조, 가공 및 판매업 영위 2 수출입업 및 상품의 도소매업 영위 3 물품매도 확약서 발행업 영위 4 유기 및 무기화학 제품 제조, 가공 및 판매업 영위 5 생명공학과 관련한 제품의 제조, 가공 및",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 81건 / 환헤지/파생상품 단서 7건 / 공시신뢰도 A,✅
016090,대현,1487.0,0.0,00113614,대현,분기보고서 (2026.03),20260515002600,20260515,OK,OK_ZIP,A,12,26,7,0,0,79,0,149.0,도소매업 영위 2 체육 및 건강시설 설치운영 * 미영위 3 부동산업 및 부동산 임대업 영위 4 주차장 운영업 영위 5 실내장식 및 광고물 제작업 * 미영위 6 수출입업 ** 영위 7 운수보관업 ** 영위 8 신용카드업 * 미영위 9 외식점업 * 미영위 10 식품가공 판매업 * 미영위 11 생활필수품 판매업 * 미영위 12,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 38건 / 환헤지/파생상품 단서 7건 / 공시신뢰도 A,✅
282330,BGF리테일,124300.0,0.0,01263022,BGF리테일,분기보고서 (2026.03),20260515001474,20260515,OK,OK_ZIP,A,42,25,7,0,0,79,0,149.0,"비지에프리테일 상품의 위탁관리 및 편의점 영업을 위한 상품의 공급 및 물류서비스 일체를 제공하고 있습니다.또한, 비지에프리테일 외 외부 고객사에 제3자 물류 및 수출입 물류 대행서비스를 제공함으로써 전문 물류기업으로서 성장을 이어나가고 있습니다. [식품제조/유통 사업, (주)비지에프푸드] (주)비지에프푸드는 김밥, 샌드위치,",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 67건 / 환헤지/파생상품 단서 7건 / 공시신뢰도 A,✅
009070,KCTC,4040.0,0.0,00103042,케이씨티시,분기보고서 (2026.03),20260515002724,20260515,OK,OK_ZIP,A,74,17,6,0,0,78,0,148.0,"해당 여부 중소기업 해당 여부 미해당 벤처기업 해당 여부 미해당 중견기업 해당 여부 해당 바. 주요사업의 내용 당사는 1973년 컨테이너 터미널 운영을 시작으로 수출입 항만하역, 컨테이너 내륙 운송, 보세장치장 운영, 중량물 육/해상 운송, 소화물 보관/배송 및 국제 복합운송, 해외 사업에 이르기까지 국내외 주요 항만과 거점",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 91건 / 환헤지/파생상품 단서 6건 / 공시신뢰도 A,✅
028670,팬오션,4930.0,0.0,00122737,팬오션,분기보고서 (2026.03),20260514000428,20260514,OK,OK_ZIP,A,221,14,124,0,0,78,0,148.0,화와 표시통화간의 환산차이가 포함되어 있음 7. 기타 참고사항 가. 산업 분석(1) 산업의 특성해운업은 국제무역의 기반산업이며 대량의 원자재 및 완성품 등 주요 수출입 화물을 가장 효율적으로 수송할 수 있는 운송사업입니다. 대외무역 의존도가 약 91%에 달하는 우리나라의 경우 수출입화물의 대부분은 해상을 통하여 운송되고 있으,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 235건 / 환헤지/파생상품 단서 124건 / 공시신뢰도 A,✅
039490,키움증권,348500.0,0.0,00296290,키움증권,분기보고서 (2026.03),20260513000684,20260513,OK,OK_ZIP,A,157,14,355,0,0,78,0,148.0,"사잇돌 대출 등 정책 서민금융공급 확대등의 이유로 업권 간 경쟁이 심화되어 영업축소 현상이 지속되고 있습니다.글로벌 무역분쟁이 지속되고 미국의 관세정책 영향으로 수출기업의 수익성 악화가 내수업종 및 중소기업 소상공인, 자영업자의 부실로 이어질 것으로 예상됩니다.해외 금융시장과 국내 금융시장의 불안정한 상황속에서 경기둔화 우려",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 171건 / 환헤지/파생상품 단서 355건 / 공시신뢰도 A,✅
001390,KG케미칼,4255.0,0.0,00101220,KG케미칼,분기보고서 (2026.03),20260515003040,20260515,OK,OK_ZIP,A,108,29,73,1,0,78,2,147.3,"인수하거나 화주에게 인도하는 행위이며, 항만에서 화물을 선박에 싣거나 보관/장치/운반하는 등 항만에서의 화물 유통을 수행하는 작업을 말합니다. 항만은 우리나라 수출입 물동량의 대부분을 처리하는 핵심 국가기간시설로, 전세계 교역량의 90% 정도가 항만물류 활동을 통해 처리되고 있기 때문에 항만의 경쟁력은국가경쟁력과 직결된다고",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 137건 / 환헤지/파생상품 단서 73건 / 외화부채·수입원가 부담 단서 1건 / 공시신뢰도 A,✅
006880,신송홀딩스,4575.0,0.0,00136402,신송홀딩스,분기보고서 (2026.03),20260511000197,20260511,OK,OK_ZIP,A,101,37,10,0,1,78,2,147.3,"위: 톤, 천원) 매출유형 품 목 2026년(제18기 1분기) 2025년(제17기) 2024년(제 16 기) 수량 금액 수량 금액 수량 금액 제품 장류 외 내수/수출 5,117 11,337,555 21,226 48,932,141 20,334 48,140,701 상품 간장원료 외 내수/수출 2,026 3,022,579 6,81",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 138건 / 환헤지/파생상품 단서 10건 / 외화부채·수입원가 부담 단서 1건 / 공시신뢰도 A,✅
